-1.223821133e-03	-2.339346836e-06
-1.217747284e-03	-2.323676627e-06
-1.211536286e-03	-2.307865398e-06
-1.205558970e-03	-2.292177773e-06
-1.199536503e-03	-2.276509247e-06
-1.193392745e-03	-2.260826415e-06
-1.187246908e-03	-2.244974665e-06
-1.181245867e-03	-2.229351311e-06
-1.175266359e-03	-2.213672005e-06
-1.169167540e-03	-2.197982387e-06
-1.163164331e-03	-2.182294128e-06
-1.157052211e-03	-2.166483494e-06
-1.151041361e-03	-2.150811363e-06
-1.144946156e-03	-2.135144293e-06
-1.138959157e-03	-2.119487414e-06
-1.132750794e-03	-2.103655758e-06
-1.126743837e-03	-2.087976789e-06
-1.120733753e-03	-2.072304344e-06
-1.114760635e-03	-2.056634515e-06
-1.108680613e-03	-2.040812148e-06
-1.102620870e-03	-2.025149399e-06
-1.096561852e-03	-2.009467449e-06
-1.090578378e-03	-1.993792747e-06
-1.084624362e-03	-1.978125196e-06
-1.078547900e-03	-1.962299853e-06
-1.072587289e-03	-1.946645082e-06
-1.066618555e-03	-1.930963777e-06
-1.060655874e-03	-1.915302018e-06
-1.054631859e-03	-1.899450937e-06
-1.048740049e-03	-1.883770300e-06
-1.042846616e-03	-1.868097776e-06
-1.036939335e-03	-1.852424263e-06
-1.031023521e-03	-1.836767256e-06
-1.025104591e-03	-1.820948177e-06
-1.019181407e-03	-1.805262449e-06
-1.013308166e-03	-1.789601075e-06
-1.007381952e-03	-1.773928134e-06
-1.001471996e-03	-1.758106367e-06
-9.954677360e-04	-1.742429047e-06
-9.896871140e-04	-1.726745416e-06
-9.837904120e-04	-1.711090408e-06
-9.778324350e-04	-1.695261086e-06
-9.720160100e-04	-1.679612198e-06
-9.661205230e-04	-1.663932025e-06
-9.602764156e-04	-1.648266757e-06
-9.544359049e-04	-1.632586485e-06
-9.484749768e-04	-1.616744223e-06
-9.426828552e-04	-1.601068349e-06
-9.368788110e-04	-1.585393275e-06
-9.310543372e-04	-1.569723715e-06
-9.251942267e-04	-1.553912321e-06
-9.193714961e-04	-1.538246267e-06
-9.136294042e-04	-1.522570131e-06
-9.078249581e-04	-1.506892407e-06
-9.020455522e-04	-1.491214470e-06
-8.962718948e-04	-1.475403682e-06
-8.905265047e-04	-1.459723196e-06
-8.849287336e-04	-1.444045958e-06
-8.791908448e-04	-1.428372380e-06
-8.733741986e-04	-1.412561897e-06
-8.677386057e-04	-1.396904185e-06
-8.619999563e-04	-1.381229850e-06
-8.563689227e-04	-1.365555238e-06
-8.506103574e-04	-1.349733124e-06
-8.449964306e-04	-1.334060475e-06
-8.393514727e-04	-1.318365362e-06
-8.337849853e-04	-1.302682409e-06
-8.281435925e-04	-1.287016749e-06
-8.225987708e-04	-1.271202137e-06
-8.169384996e-04	-1.255519640e-06
-8.113012723e-04	-1.239861906e-06
-8.057469634e-04	-1.224185069e-06
-8.001513024e-04	-1.208346391e-06
-7.946607705e-04	-1.192683189e-06
-7.891361946e-04	-1.177010462e-06
-7.835956966e-04	-1.161328713e-06
-7.781263465e-04	-1.145648740e-06
-7.725655147e-04	-1.129838098e-06
-7.671643548e-04	-1.114152566e-06
-7.617773844e-04	-1.098500778e-06
-7.563617382e-04	-1.082822004e-06
-7.509075879e-04	-1.067006911e-06
-7.455154896e-04	-1.051333825e-06
-7.402479106e-04	-1.035662391e-06
-7.349619226e-04	-1.019969118e-06
-7.295180563e-04	-1.004280290e-06
-7.240963437e-04	-9.884672620e-07
-7.189043383e-04	-9.727876128e-07
-7.135973343e-04	-9.571177710e-07
-7.083930473e-04	-9.414534790e-07
-7.031277543e-04	-9.256371307e-07
-6.978749622e-04	-9.102495231e-07
-6.928345475e-04	-8.949994252e-07
-6.878275406e-04	-8.800579675e-07
-6.829829943e-04	-8.653807273e-07
-6.782701492e-04	-8.510034112e-07
-6.735245387e-04	-8.367651807e-07
-6.689310907e-04	-8.228198860e-07
-6.645182084e-04	-8.091615676e-07
-6.600894779e-04	-7.956531969e-07
-6.557443282e-04	-7.822742526e-07
-6.515623269e-04	-7.693393102e-07
-6.473688124e-04	-7.563853695e-07
-6.433373875e-04	-7.438876465e-07
-6.392677791e-04	-7.313520374e-07
-6.354705912e-04	-7.191247060e-07
-6.315577215e-04	-7.071947363e-07
-6.277437994e-04	-6.954046910e-07
-6.239745198e-04	-6.837565737e-07
-6.204105603e-04	-6.723944992e-07
-6.167304829e-04	-6.611877097e-07
-6.131158722e-04	-6.501208445e-07
-6.095357387e-04	-6.391815522e-07
-6.060390902e-04	-6.285476059e-07
-6.025443355e-04	-6.180517167e-07
-5.992977307e-04	-6.078449751e-07
-5.958393696e-04	-5.976324330e-07
